MainID,CrossStreetMainID,Street,from,to,District,StartTime,EndTime,Side,Miles,oneway,week1,week2,week3,week4,week5,EveryDay,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Yearround
53,812,Chelsea St,Porter St,Prescott St,9,00:00.0,00:00.0,Odd,0.4913,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
54,1115,Aspinwall Rd,Washington St,Talbot Ave,7,00:00.0,00:00.0,Odd,0.1837,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
55,720,Carson St,Crescent Ave,Sydney St,3,00:00.0,00:00.0,Even,0.1138,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
56,1731,Blakeville St,Bowdoin St,Olney St,3,00:00.0,00:00.0,Odd,0.1235,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
57,2801,Cambria St,Boylston St,Dead End,1B,01:00.0,00:00.0,,0.1025,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
58,2444,A St,Melcher St,Congress St,5,00:00.0,00:00.0,Even,0.103,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
60,2020,Alaska St,Perrin St,Blue Hill Ave,10R,00:00.0,00:00.0,Odd,0.1119,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
61,2584,Blue Hill Ave,Dudley St,Blue Hill Ave,10R,01:00.0,00:00.0,,1.1797,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
62,947,Adams St,Winthrop St,Lowney Way,1C,00:00.0,00:00.0,Odd,0.1222,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
63,2948,Charlesgate East,Dead End,Back St,99,00:00.0,00:00.0,,0.0203,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
64,56,Calumet St,Tremont St,Parker Hill Ave,10M,00:00.0,00:00.0,Even,0.5669,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
65,1468,Arborcrest Ter,Gladeside Ave,Ridgeview Ave,7,00:00.0,00:00.0,Even,0.0922,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
66,1285,Castle Rock St,Grampian Way,Caspian Way,3,00:00.0,00:00.0,Even,0.0741,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
67,1710,Armstrong St,Chestnut Ave,Mozart St,2,00:00.0,00:00.0,Odd,0.1049,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
68,271,Chaucer St,Curtis St,Moore St,9,00:00.0,00:00.0,Odd,0.1127,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
69,80,Bloomfield St,Geneva Ave,Greenbrier St,3,00:00.0,00:00.0,Even,0.3032,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
70,1446,Carlos St,Woodrow Ave,Callender St,7,00:00.0,00:00.0,Even,0.0653,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
71,1122,Adams St,Dorchester Ave,Park St,7,00:00.0,00:00.0,Odd,0.1739,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
72,2042,Brighton St,Dead End,Caldwell St,1C,00:00.0,00:00.0,Odd,0.0377,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
73,365,Berkeley St,Tremont St,Boylston St,M,00:00.0,00:00.0,Odd,0.4498,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
74,2324,Berkeley St,Tremont St,Columbus Ave,1B,00:00.0,00:00.0,Even,0.2595,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
75,1695,Chilcott Pl,Washington St,Dead End,2,00:00.0,00:00.0,Odd,0.0953,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
76,1872,Caspian Way,Castle Rock St,Dead End,3,00:00.0,00:00.0,Odd,0.0595,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
77,99,Adams St,Bowdoin St,Leedsville St,3,00:00.0,00:00.0,Odd,0.3045,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
78,2548,Ashmont St,Dorchester Ave,Adams St,7,00:00.0,00:00.0,Even,0.4924,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
79,2158,Alpha Rd,Waldeck St,Park St,7,00:00.0,00:00.0,Odd,0.183,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
80,2638,Cambridge St,Tremont St,Charles St,1F,01:00.0,00:00.0,Odd Side Median,0.6089,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
81,466,Circuit St,Walnut Ave,Washington St,10R,00:00.0,00:00.0,Odd,0.3496,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
82,713,Brook Marshall Rd,Raynor Cir,Sojourner Truth Ct,10R,00:00.0,00:00.0,Odd,0.0938,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
83,53,Cherokee St,Hillside St,Pontiac St,10M,00:00.0,00:00.0,Even,0.1241,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
84,1944,Brainerd Rd,Gorham St,Kelton St,4,00:00.0,00:00.0,Odd,0.2216,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
85,2273,Boylston St,Centre St,Lamartine St,2,00:00.0,00:00.0,Odd,0.3947,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
86,1533,Carter St,Cambridge St,Roland St,1C,00:00.0,00:00.0,Odd,0.0403,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
87,440,Bradeen St,Washington St,Dead End,2,00:00.0,00:00.0,Even,0.1848,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
88,2410,Belmont St,Bunker Hill St,Medford St,1C,00:00.0,00:00.0,Even,0.1218,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
89,744,Aspen St,Montrose St,Copeland St,10R,00:00.0,00:00.0,Odd,0.0688,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
90,2275,Chappie St,Bunker Hill St,Medford St,1C,00:00.0,00:00.0,Odd,0.1059,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
91,2643,Causeway St,Merrimac St,North Washington St,1W,01:00.0,00:00.0,,0.3284,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
92,122,Chiswick Rd,Chestnut Hill Ave,Dead End,4,00:00.0,00:00.0,Odd,0.1438,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
93,2647,Charles Street South,Tremont St,Boylston St,1B,01:00.0,00:00.0,Even,0.2659,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
94,489,Bexley Rd,Washington St,Florence St,2,00:00.0,00:00.0,Even,0.1581,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
95,2479,Clarendon St,Commonwealth Ave,Beacon St,1B,00:00.0,00:00.0,Even,0.1432,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
96,2545,Bruce St,Ashmont St,Wrentham St,7,00:00.0,00:00.0,Odd,0.1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
97,1467,Briarcliff Ter,Gladeside Ave,Ridgeview Ave,7,00:00.0,00:00.0,Even,0.0934,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
98,558,Brainerd Rd,Harvard Ave,Harvard Ave,4,00:00.0,00:00.0,Odd,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
99,601,Ardee St,Everett St,Maverick St,9,00:00.0,00:00.0,Odd,0.0472,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
100,1907,Cameron St,Hancock St,Dead End,3,00:00.0,00:00.0,Odd,0.1047,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
101,2888,Chiswick Rd,Englewood Ave,Chestnut Hill Ave,4,00:00.0,00:00.0,Even,0.4402,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
102,1028,Bond St,Milford St,Hanson St,1S,00:00.0,00:00.0,Even,0.0417,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
104,2585,Blue Hill Ave,Morton St,River St,7,01:00.0,00:00.0,Median,1.1542,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
105,2164,Clementine Park,Centre St,Dayton St,7,00:00.0,00:00.0,Odd,0.0845,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
106,1137,Cedar St,River St,Temple St,7,00:00.0,00:00.0,Odd,0.1947,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
107,1701,Durham St,St Botolph St,Dead End,1B,00:00.0,00:00.0,Odd,0.0502,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
108,811,Bunker Hill St,Lowney Way,Medford St,1C,00:00.0,00:00.0,Odd,0.9775,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
109,146,Bowdoin Ave,Eldon St,Nottingham St,3,00:00.0,00:00.0,Odd,0.3093,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
110,1498,Circuit St,Walnut Ave,Washington St,10R,00:00.0,00:00.0,Even,0.3496,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
111,245,Brookledge St,Humboldt Ave,Elm Hill Ave,10R,00:00.0,00:00.0,Even,0.2225,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
112,416,Bolton St,D St,Dorchester St,5,00:00.0,00:00.0,Both,0.3598,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
113,1833,Chester St,Brighton Av,Ashford St,4,00:00.0,00:00.0,Odd,0.1413,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
114,93,Bird St,Columbia Rd,Dead End,3,00:00.0,00:00.0,Odd,0.2212,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
115,2786,Atkinson St,Southampton St,Topeka St,3,01:00.0,00:00.0,,0.2271,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
116,1369,Bynner St,Creighton St,South Huntington Ave,2,00:00.0,00:00.0,Even,0.2144,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
117,1329,Brainerd Rd,Harvard Ave,Gorham St,4,00:00.0,00:00.0,Even,0.1307,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
118,1975,Chase St,Willis St,East Cottage St,3,00:00.0,00:00.0,Odd,0.0634,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
119,172,Blakeville St,Bowdoin St,Olney St,3,00:00.0,00:00.0,Even,0.1235,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
120,2505,Caddy Rd,Sanford St,Monson St,7,00:00.0,00:00.0,Even,0.0794,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
121,1911,Bentham Rd,Draper St,Mount Ida Rd,3,00:00.0,00:00.0,Odd,0.0561,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
122,854,Bennett St,Market St,Oakland St,4,00:00.0,00:00.0,Even,0.4112,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
123,1102,Ashton St,Callender St,Woodrow Ave,7,00:00.0,00:00.0,Even,0.208,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
124,740,Clifford St,Warren St,Blue Hill Ave,10R,00:00.0,00:00.0,Even,0.2313,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
125,2880,Boston St,Dorchester Ave,Songin Father Anthony Way,5,00:00.0,00:00.0,Odd,0.1057,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
126,1085,Brent St,Washington St,Melbourne St,7,00:00.0,00:00.0,Even,0.2981,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
127,859,Brackett St,Washington St,Faneuil St,4,00:00.0,00:00.0,Even,0.1229,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
128,1908,Clarkson St,Hendry St,Quincy St,3,00:00.0,00:00.0,Even,0.0602,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
129,1785,Auburn St,Main St,Bunker Hill St,1C,00:00.0,00:00.0,Odd,0.132,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
130,843,Bennett St,Market St,South Hobbart St,4,00:00.0,00:00.0,Even,0.3021,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
131,1174,Clarkwood St,Blue Hill Ave,Norfolk St,7,00:00.0,00:00.0,Even,0.1975,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
132,1263,Auckland St,Savin Hill Ave,Dead End,3,00:00.0,00:00.0,Even,0.2811,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
133,2409,Albion Pl,Main St,Auburn Sq,1C,00:00.0,00:00.0,Even,0.0725,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
134,2286,Auckland St,Savin Hill Ave,Dead End,3,00:00.0,00:00.0,Odd,0.2811,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
135,736,Auckland St,Belfort St,Savin Hill Ave,3,00:00.0,00:00.0,Even,0.1634,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
136,2014,Auckland St,Belfort St,Savin Hill Ave,3,00:00.0,00:00.0,Odd,0.1634,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
137,1449,Ames St,Westview St,Dead End,7,00:00.0,00:00.0,Even,0.3042,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
138,1034,Almont St,Blue Hill Ave,Walk Hill St,7,00:00.0,00:00.0,Odd,0.5839,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
139,2239,Bennington St,Neptune Rd,Saratoga St,9,00:00.0,00:00.0,Even,1.061,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
140,348,Belmore Ter,Boylston St,Oakview Ter,2,00:00.0,00:00.0,Even,0.0589,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
141,781,Austin St,Main St,Rutherford Ave,1C,00:00.0,00:00.0,Even,0.1258,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
142,2488,Austin St,Main St,Rutherford Ave,1C,00:00.0,00:00.0,Odd,0.1258,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
143,1406,Brooks St,Bremen St,Princeton St,9,00:00.0,00:00.0,Odd,0.2513,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
144,1373,Bucknam St,Lawn St,Fisher Ave,10M,00:00.0,00:00.0,Even,0.0803,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
145,2467,Chesterton St,Massachusetts Ave,Allerton St,10R,00:00.0,00:00.0,Odd,0.1087,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
146,2631,Bowdoin St,Derne St,Beacon St,1H,01:00.0,00:00.0,Odd,0.1057,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
147,299,Arcola St,Day St,Dead End,2,00:00.0,00:00.0,Even,0.0608,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
148,1673,Cleveland St,Winthrop St,Moreland St,10R,00:00.0,00:00.0,Even,0.0676,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
149,1440,Chaucer St,Curtis St,Moore St,9,00:00.0,00:00.0,Even,0.1127,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
150,1681,Charter St,Hanover St,Commercial St,1N,00:00.0,00:00.0,Odd,0.2591,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
